"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-09","5.58",",,,r","55.9",",r","61.1",",,,r","50.6",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-10","2.67",",,,r","44.2",",r","47.8",",,,r","40.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-11","4.37",",,,r","37.3",",r","40.1",",,,r","34.5",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2012-12","2.07",",,,r","17.7",",r","21.5",",,,r","13.9",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-01","1.54",",,,r","21.0",",r","24.9",",,,r","17.1",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-02","1.27",",,,r","26.9",",r","30.5",",,,r","23.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-03","0.39",",,,r","20.6",",r","27.8",",,,r","13.4",",,,r"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-04","1.04",",,,E","40.1",",E","47.1",",,,E","33.0",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-05","2.06",",,,E","58.9",",E","67.4",",,,E","50.4",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-06","1.46",",,,E","67.7",",E","75.8",",,,E","59.7",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-07","3.41",",,,E","66.4",",E","73.2",",,,E","59.7",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-08","3.79",",,,E","65.9",",E","72.5",",,,E","59.4",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-09","2.15",",,,E","54.3",",E","60.2",",,,E","48.3",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-10","2.69",",,,E","45.5",",E","49.8",",,,E","41.1",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-11","2.14",",,,E","39.7",",E","42.7",",,,E","36.7",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2013-12","2.09",",,,E","33.5",",E","36.8",",,,E","30.3",",,,E"
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2014-12","1.56","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-01","2.66",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-02","1.40",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-03","0.59",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-05","1.86",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-06","0.84","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-07","3.42",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-08","1.72",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-09","0.95",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-10","1.07",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-11","2.66","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2015-12","2.16",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-01","2.17",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-02","1.81",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-03","0.70","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-04","2.75",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-05","1.19",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-06","3.89",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-07","5.96",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-08","7.47",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-09","1.25",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-10","1.47",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-11","4.18",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2016-12","1.31",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-01","1.25",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-02","1.30",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-03","2.24",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-04","3.38",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-05","0.53",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-06","2.73",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-07","4.83",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-08","5.81",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-09","3.11",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-10","3.69",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-11","1.32","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2017-12","3.19",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-01","1.62",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-02","1.74",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-03","1.57",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-04","2.50",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-05","0.55","1,,,S",,,"68.9","4,,,S",,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-06","0.93","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-07","3.75","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-08","2.43",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-09","8.43","3,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-10","1.03","1,,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2018-12","2.24",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2019-01","2.86",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2019-02","1.84",",,,S",,,,,,
"RSM00026063","ST. PETERSBURG, RS","59.9667","30.3","3.0","2019-03","2.10",",,,S",,,,,,
